method,rank,query_track_id,query_artist,query_song,query_genre,match_track_id,match_artist,match_song,match_genre,score
covariance,1,TRKKXKG128E0791E74,Toby Keith,It's All Good,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.0715500000000135
covariance,2,TRKKXKG128E0791E74,Toby Keith,It's All Good,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.3452984374999897
covariance,3,TRKKXKG128E0791E74,Toby Keith,It's All Good,country,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,2.7413374999999855
covariance,1,TRSSUAV128F148D60F,Toby Keith,Sweet,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,6.796599999999996
covariance,2,TRSSUAV128F148D60F,Toby Keith,Sweet,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6.561331249999998
covariance,3,TRSSUAV128F148D60F,Toby Keith,Sweet,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,5.82328749999996
covariance,1,TRFROET128F148CF1F,Toby Keith,You Shouldn't Kiss Me Like This,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,6.622349999999992
covariance,2,TRFROET128F148CF1F,Toby Keith,You Shouldn't Kiss Me Like This,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.814740625000009
covariance,3,TRFROET128F148CF1F,Toby Keith,You Shouldn't Kiss Me Like This,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.201354687499999
covariance,1,TRFHVTT12903CF7CD9,Sara Evans,A Real Fine Place To Start,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.414650000000001
covariance,2,TRFHVTT12903CF7CD9,Sara Evans,A Real Fine Place To Start,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,2.8326499999999957
covariance,3,TRFHVTT12903CF7CD9,Sara Evans,A Real Fine Place To Start,country,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,2.4414499999999917
covariance,1,TRXZNNF12903CA6F9B,Kenny Rogers,Endless love,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.504499999999999
covariance,2,TRXZNNF12903CA6F9B,Kenny Rogers,Endless love,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.587000000000021
covariance,3,TRXZNNF12903CA6F9B,Kenny Rogers,Endless love,country,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,4.104750000000011
covariance,1,TRTSAUB128E07859FC,Blake Shelton,Love Gets In The Way (Album Version),country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.401006249999969
covariance,2,TRTSAUB128E07859FC,Blake Shelton,Love Gets In The Way (Album Version),country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.349721874999999
covariance,3,TRTSAUB128E07859FC,Blake Shelton,Love Gets In The Way (Album Version),country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.261349999999984
covariance,1,TRFMGIO128F42591F0,George Strait,I'd Like To Have That One Back,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.851949999999986
covariance,2,TRFMGIO128F42591F0,George Strait,I'd Like To Have That One Back,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.8257875000000143
covariance,3,TRFMGIO128F42591F0,George Strait,I'd Like To Have That One Back,country,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,3.558962500000028
covariance,1,TRDYUVI128E078F725,George Strait,Marina Del Rey,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.202000000000013
covariance,2,TRDYUVI128E078F725,George Strait,Marina Del Rey,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.8528359374999943
covariance,3,TRDYUVI128E078F725,George Strait,Marina Del Rey,country,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,1.6361328124999988
covariance,1,TRPNLLB128F14956A5,George Strait,Milk Cow Blues,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.035300000000005
covariance,2,TRPNLLB128F14956A5,George Strait,Milk Cow Blues,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.367081250000012
covariance,3,TRPNLLB128F14956A5,George Strait,Milk Cow Blues,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.187134374999992
covariance,1,TRTDHSB128F422B90F,Josh Turner,Another Try,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.1508015625000096
covariance,2,TRTDHSB128F422B90F,Josh Turner,Another Try,country,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,3.1505734375000083
covariance,3,TRTDHSB128F422B90F,Josh Turner,Another Try,country,TRKLJAG128F42B31CF,Mario Vazquez,Everytime I...,r&b/soul,3.0305468749999873
covariance,1,TREXZYC12903CA281A,Josh Turner,As Fast As I Could,country,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.582599999999982
covariance,2,TREXZYC12903CA281A,Josh Turner,As Fast As I Could,country,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5.144721874999999
covariance,3,TREXZYC12903CA281A,Josh Turner,As Fast As I Could,country,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,5.05225624999997
covariance,1,TRDXSGX128F425F173,Daft Punk,One More Time / Aerodynamic,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,0.9649000000000026
covariance,2,TRDXSGX128F425F173,Daft Punk,One More Time / Aerodynamic,electronic,TRUGLTC128F4227B93,Danity Kane,Hold Me Down (Album Version),r&b/soul,0.7901812499999998
covariance,3,TRDXSGX128F425F173,Daft Punk,One More Time / Aerodynamic,electronic,TRLINLH128F9346400,Black Eyed Peas,One Tribe,hip hop,0.6445875000000005
covariance,1,TREAQSX128E07818CA,Daft Punk,One More Time (Romanthony's Unplugged),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.8526499999999944
covariance,2,TREAQSX128E07818CA,Daft Punk,One More Time (Romanthony's Unplugged),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,2.556431249999996
covariance,3,TREAQSX128E07818CA,Daft Punk,One More Time (Romanthony's Unplugged),electronic,TRTLIKK128E07862DA,Ja Rule,One of Us,hip hop,2.488156250000004
covariance,1,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,21.57066250000017
covariance,2,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,TRYUJAX12903CF14E7,Charley Patton,Shake It And Break It,blues,15.102706249999883
covariance,3,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,TRHTUQC128F427D30F,Meat Loaf,If It Aint Broke Break It,rock,12.055079687500111
covariance,1,TRBROFT128F92F8769,Ke$ha,Boots &  Boys,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,8.226550000000001
covariance,2,TRBROFT128F92F8769,Ke$ha,Boots &  Boys,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6.408540625000001
covariance,3,TRBROFT128F92F8769,Ke$ha,Boots &  Boys,electronic,TRBEBJO128C719646B,Nelly,Splurge,hip hop,5.9341218750000255
covariance,1,TRIIWCU128F92F876A,Ke$ha,Animal,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.129450000000004
covariance,2,TRIIWCU128F92F876A,Ke$ha,Animal,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.6888734375000105
covariance,3,TRIIWCU128F92F876A,Ke$ha,Animal,electronic,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,2.327751562500009
covariance,1,TRVDAHO128F92F231E,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,14.67849999999998
covariance,2,TRVDAHO128F92F231E,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,12.692484374999994
covariance,3,TRVDAHO128F92F231E,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,TRGLNKG128F9307689,Eminem,My Darling,hip hop,10.509835937500002
covariance,1,TRUGOGT128F92F29E9,Owl City,Captains and Cruise Ships,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.16074999999998
covariance,2,TRUGOGT128F92F29E9,Owl City,Captains and Cruise Ships,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.5930937500000155
covariance,3,TRUGOGT128F92F29E9,Owl City,Captains and Cruise Ships,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.431078125000002
covariance,1,TRNEITZ128F92F29EA,Owl City,Designer Skyline,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.7859500000000055
covariance,2,TRNEITZ128F92F29EA,Owl City,Designer Skyline,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.3514203125000064
covariance,3,TRNEITZ128F92F29EA,Owl City,Designer Skyline,electronic,TRBEBJO128C719646B,Nelly,Splurge,hip hop,0.9676359375000017
covariance,1,TRMIHFS128F92F2A01,Owl City,Early Birdie,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.7679000000000014
covariance,2,TRMIHFS128F92F2A01,Owl City,Early Birdie,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.670723437500003
covariance,3,TRMIHFS128F92F2A01,Owl City,Early Birdie,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.412853125000005
covariance,1,TRDEVZQ128F931BAED,Owl City,Meteor Shower,electronic,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,1.3827343750000056
covariance,2,TRDEVZQ128F931BAED,Owl City,Meteor Shower,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.353828124999996
covariance,3,TRDEVZQ128F931BAED,Owl City,Meteor Shower,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.3387500000000023
covariance,1,TRCXWLU128F92F2A0D,Owl City,This Is The Future,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.154400000000008
covariance,2,TRCXWLU128F92F2A0D,Owl City,This Is The Future,electronic,TRGLNKG128F9307689,Eminem,My Darling,hip hop,1.6073874999999995
covariance,3,TRCXWLU128F92F2A0D,Owl City,This Is The Future,electronic,TRLDRYJ128F930BBB4,Pain of Salvation,Spitfall,metal,1.462850000000003
covariance,1,TRVJTNA128F934D19D,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.2494500000000146
covariance,2,TRVJTNA128F934D19D,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,TRTLIKK128E07862DA,Ja Rule,One of Us,hip hop,1.653687500000001
covariance,3,TRVJTNA128F934D19D,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,TRWAMJL128F92D124B,Ladyhawke,Crazy World,electronic,1.3471500000000012
covariance,1,TRRBLPE128F9311B20,LMFAO,Bounce,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,6.6188000000000295
covariance,2,TRRBLPE128F9311B20,LMFAO,Bounce,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6.0382593750000275
covariance,3,TRRBLPE128F9311B20,LMFAO,Bounce,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,5.630581249999966
covariance,1,TRWQYOY128F425BD4C,Crystal Castles,Vanished,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.275800000000005
covariance,2,TRWQYOY128F425BD4C,Crystal Castles,Vanished,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.433946874999991
covariance,3,TRWQYOY128F425BD4C,Crystal Castles,Vanished,electronic,TRGLNKG128F9307689,Eminem,My Darling,hip hop,3.1874156249999954
covariance,1,TRLLRQA128F427C709,Crystal Castles,Xxzxcuzx,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.6719000000000057
covariance,2,TRLLRQA128F427C709,Crystal Castles,Xxzxcuzx,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.9240124999999989
covariance,3,TRLLRQA128F427C709,Crystal Castles,Xxzxcuzx,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,0.8605250000000007
covariance,1,TRDFWPG128F148D4DF,Madonna,Die Another Day [Live],electronic,TRKLJAG128F42B31CF,Mario Vazquez,Everytime I...,r&b/soul,8.235859375000041
covariance,2,TRDFWPG128F148D4DF,Madonna,Die Another Day [Live],electronic,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,7.93255468749998
covariance,3,TRDFWPG128F148D4DF,Madonna,Die Another Day [Live],electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,7.651820312500025
covariance,1,TRVWMWN128E0788952,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.2063999999999937
covariance,2,TRVWMWN128E0788952,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,1.955918749999994
covariance,3,TRVWMWN128E0788952,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.936587500000004
covariance,1,TRDHPGJ128F4289C44,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.1286999999999985
covariance,2,TRDHPGJ128F4289C44,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,3.630200000000008
covariance,3,TRDHPGJ128F4289C44,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.3863500000000055
covariance,1,TRFSQXF128F9311B25,LMFAO,I Am Not A Whore,electronic,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,6.265168749999989
covariance,2,TRFSQXF128F9311B25,LMFAO,I Am Not A Whore,electronic,TRXHFMI128F429B2F2,Rufio,Over It (Acoustic),punk,5.887106249999985
covariance,3,TRFSQXF128F9311B25,LMFAO,I Am Not A Whore,electronic,TRKLJAG128F42B31CF,Mario Vazquez,Everytime I...,r&b/soul,5.760937499999992
covariance,1,TRXACXM12903CEC365,Cascada,Fever,electronic,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,6.815512499999974
covariance,2,TRXACXM12903CEC365,Cascada,Fever,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,6.394774999999973
covariance,3,TRXACXM12903CEC365,Cascada,Fever,electronic,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,6.1081999999999494
covariance,1,TRWWVGC12903CB5C50,Depeche Mode,Freestate,electronic,TRLCWTH128F92C7F82,Marques Houston,Cancel (Album Version),r&b/soul,1.710481249999999
covariance,2,TRWWVGC12903CB5C50,Depeche Mode,Freestate,electronic,TRCDMRL12903CB105C,Fatboy Slim,Acid 8000,electronic,1.6740437499999998
covariance,3,TRWWVGC12903CB5C50,Depeche Mode,Freestate,electronic,TRUEPSG128F149639E,Stevie Wonder,All Day Sucker,r&b/soul,1.224475
covariance,1,TRYIJWH128F146948C,Depeche Mode,Personal Jesus,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,3.24469999999999
covariance,2,TRYIJWH128F146948C,Depeche Mode,Personal Jesus,electronic,TRGLNKG128F9307689,Eminem,My Darling,hip hop,2.3235374999999876
covariance,3,TRYIJWH128F146948C,Depeche Mode,Personal Jesus,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.1884125000000036
covariance,1,TRDIAZY12903CB6532,Gorillaz,Broken,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.8764000000000038
covariance,2,TRDIAZY12903CB6532,Gorillaz,Broken,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.4053375000000035
covariance,3,TRDIAZY12903CB6532,Gorillaz,Broken,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.3636062499999972
covariance,1,TRTUJAL128F423E18D,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,8.053109375000005
covariance,2,TRTUJAL128F423E18D,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,6.657874999999946
covariance,3,TRTUJAL128F423E18D,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,TRYUJAX12903CF14E7,Charley Patton,Shake It And Break It,blues,4.654562500000036
covariance,1,TRBTXNE12903CB6528,Gorillaz,Rhinestone Eyes,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,2.8935999999999935
covariance,2,TRBTXNE12903CB6528,Gorillaz,Rhinestone Eyes,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.393776562500003
covariance,3,TRBTXNE12903CB6528,Gorillaz,Rhinestone Eyes,electronic,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,2.2043046875000116
covariance,1,TRKQRSQ128F92D5134,The Prodigy,Invaders Must Die,electronic,TREENUC12903CBE042,Fler,NDW 2005,hip hop,0.5137875000000001
covariance,2,TRKQRSQ128F92D5134,The Prodigy,Invaders Must Die,electronic,TRJTYVS128F9354DB0,ARRESTED DEVELOPMENT,Stand,r&b/soul,0.4798874999999994
covariance,3,TRKQRSQ128F92D5134,The Prodigy,Invaders Must Die,electronic,TRDTODK128F1458778,UB40,The Earth Dies Screaming,reggae,0.379600000000001
covariance,1,TRBFVAA128F423C356,The Prodigy,Wake Up Call (Album Version),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,0.883850000000001
covariance,2,TRBFVAA128F423C356,The Prodigy,Wake Up Call (Album Version),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,0.7441312500000004
covariance,3,TRBFVAA128F423C356,The Prodigy,Wake Up Call (Album Version),electronic,TRHGZOJ128F14A2ED0,The Simpsons,Do The Bartman,hip hop,0.6441062499999961
covariance,1,TRFSCLD12903CD213F,The Prodigy,We Gonna Rock,electronic,TRCXMEY12903CD1FB6,Apollo 440,Stop The Rock,electronic,6.898875000000023
covariance,2,TRFSCLD12903CD213F,The Prodigy,We Gonna Rock,electronic,TRCETEN128F42AD6D0,Bowling For Soup,Here We Go,punk,6.355949999999982
covariance,3,TRFSCLD12903CD213F,The Prodigy,We Gonna Rock,electronic,TREXCMT128F933D825,Vanilla Ice,It's A Party,hip hop,5.364850000000001
covariance,1,TRZTQEP128E0792526,Nine Inch Nails,The Great Collapse,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.865149999999994
covariance,2,TRZTQEP128E0792526,Nine Inch Nails,The Great Collapse,electronic,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,1.3242624999999988
covariance,3,TRZTQEP128E0792526,Nine Inch Nails,The Great Collapse,electronic,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,1.305754687499996
covariance,1,TRLTFVP128E0782B34,Duran Duran,Electric Barbarella (Radio Edit),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.690850000000015
covariance,2,TRLTFVP128E0782B34,Duran Duran,Electric Barbarella (Radio Edit),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,3.621287500000003
covariance,3,TRLTFVP128E0782B34,Duran Duran,Electric Barbarella (Radio Edit),electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.129081250000007
covariance,1,TRFVWXW128F931A0E9,Björk,Pluto,electronic,TRCHZXW128E079288A,Eminem,8 Mile,hip hop,0.5768562500000026
covariance,2,TRFVWXW128F931A0E9,Björk,Pluto,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,0.5168499999999986
covariance,3,TRFVWXW128F931A0E9,Björk,Pluto,electronic,TRKLJAG128F42B31CF,Mario Vazquez,Everytime I...,r&b/soul,0.48281249999999515
covariance,1,TRKQQMW128F92D54DF,Empire Of The Sun,Delta Bay,electronic,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,1.7289609375000068
covariance,2,TRKQQMW128F92D54DF,Empire Of The Sun,Delta Bay,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.543059375000003
covariance,3,TRKQQMW128F92D54DF,Empire Of The Sun,Delta Bay,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.5250453125000019
covariance,1,TRFYMPB128F93100C0,Empire Of The Sun,We Are The People (Shazam Remix),electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,10.146149999999972
covariance,2,TRFYMPB128F93100C0,Empire Of The Sun,We Are The People (Shazam Remix),electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,8.487196875000038
covariance,3,TRFYMPB128F93100C0,Empire Of The Sun,We Are The People (Shazam Remix),electronic,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,7.592629687500014
covariance,1,TRBCSDW128F424D686,The Maine,You Left Me,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,10.692400000000006
covariance,2,TRBCSDW128F424D686,The Maine,You Left Me,electronic,TRUGLTC128F4227B93,Danity Kane,Hold Me Down (Album Version),r&b/soul,10.058853125000006
covariance,3,TRBCSDW128F424D686,The Maine,You Left Me,electronic,TRVLIZK128F428845E,Five,That's What You Told Me,pop,9.512706250000013
covariance,1,TRRXQJA128F1472A56,Hot Chip,The Warning,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,4.505087500000013
covariance,2,TRRXQJA128F1472A56,Hot Chip,The Warning,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.186149999999989
covariance,3,TRRXQJA128F1472A56,Hot Chip,The Warning,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.030981250000007
covariance,1,TRMDYBW128F14A17E8,Enter Shikari,Keep It On Ice,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.6228546874999912
covariance,2,TRMDYBW128F14A17E8,Enter Shikari,Keep It On Ice,electronic,TRCDMRL12903CB105C,Fatboy Slim,Acid 8000,electronic,1.4746671875
covariance,3,TRMDYBW128F14A17E8,Enter Shikari,Keep It On Ice,electronic,TRHNOMB12903CB2544,Life Without Buildings,New Town,rock,1.4595109375000004
covariance,1,TRCNUNL128F93437CF,Enter Shikari,The Jester,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,4.008749999999994
covariance,2,TRCNUNL128F93437CF,Enter Shikari,The Jester,electronic,TRDPGXU128F9339C2A,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.9058984374999914
covariance,3,TRCNUNL128F93437CF,Enter Shikari,The Jester,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,2.635703125000019
covariance,1,TRIPJIJ128F1453AE0,Enya,Lazy Days,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.402799999999999
covariance,2,TRIPJIJ128F1453AE0,Enya,Lazy Days,electronic,TRGUCIR128F933D817,Vanilla Ice,Ice Is Workin' It,hip hop,1.4004000000000076
covariance,3,TRIPJIJ128F1453AE0,Enya,Lazy Days,electronic,TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,electronic,1.3718999999999957
covariance,1,TRPLRVY128F1473EBE,Enya,Someone Said Goodbye,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,5.114150000000004
covariance,2,TRPLRVY128F1473EBE,Enya,Someone Said Goodbye,electronic,TREBGAA128E078FC52,Erykah Badu,I Want You,r&b/soul,3.6867468750000096
covariance,3,TRPLRVY128F1473EBE,Enya,Someone Said Goodbye,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,3.4926187499999934
covariance,1,TRWPUDX128F148F907,Enya,The Magic Of The Night,electronic,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.7303000000000006
covariance,2,TRWPUDX128F148F907,Enya,The Magic Of The Night,electronic,TRFLWJZ128F425C9E4,The Pharcyde,Otha Fish,hip hop,1.5213515625000094
covariance,3,TRWPUDX128F148F907,Enya,The Magic Of The Night,electronic,TRWSYHO128F4282346,Twista,I'm A Winner (Amended Album Version),hip hop,1.5085656250000021
covariance,1,TRZQTSM128F9328120,Bruce Springsteen,Gave It A Name,folk,TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,r&b/soul,1.2161500000000036
